,movie,year,imdb
3516,Beauty and the Beast,(2017),7.2
3517,Jumanji: Welcome to the Jungle,(2017),7.0
3518,Kong: Skull Island,(2017),6.7
3519,Alien: Covenant,(2017),6.4
3520,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6
3521,Kingsman: The Golden Circle,(2017),6.8
3522,13 Reasons Why,(2017– ),8.1
3523,War for the Planet of the Apes,(2017),7.5
3524,The Greatest Showman,(2017),7.7
3525,The Fate of the Furious,(2017),6.7
3526,Life,(I) (2017),6.6
3527,Murder on the Orient Express,(2017),6.5
3528,Ghost in the Shell,(2017),6.4
3529,Lady Bird,(2017),7.4
3530,King Arthur: Legend of the Sword,(2017),6.8
3531,Wind River,(2017),7.7
3532,The Hitman's Bodyguard,(2017),6.9
3533,The Mummy,(2017),5.5
3534,Mother!,(2017),6.6
3535,Atomic Blonde,(2017),6.7
3536,Bright,(I) (2017),6.4
3537,Call Me by Your Name,(2017),7.9
3538,Valerian and the City of a Thousand Planets,(2017),6.5
3539,"I, Tonya",(2017),7.5
3540,Darkest Hour,(2017),7.4
3541,Baywatch,(2017),5.6
3542,American Made,(2017),7.2
3543,The Punisher,(2017– ),8.6
3544,Transformers: The Last Knight,(2017),5.2
3545,La casa de papel,(2017– ),8.6
3546,The Lego Batman Movie,(2017),7.3
3547,Mindhunter,(2017– ),8.5
3548,The Disaster Artist,(2017),7.4
3549,The Handmaid's Tale,(2017– ),8.6
3550,Wonder,(I) (2017),8.0
3551,The Dark Tower,(2017),5.7
3552,Logan Lucky,(2017),7.0
3553,The Post,(2017),7.2
3554,The Big Sick,(2017),7.6
3555,Ozark,(2017– ),8.4
3556,Iron Fist,(2017–2018),6.7
3557,Taboo,(2017– ),8.5
3558,Molly's Game,(2017),7.5
3559,Big Little Lies,(2017– ),8.6
3560,Dark,(2017– ),8.6
3561,T2 Trainspotting,(2017),7.2
3562,The Boss Baby,(2017),6.3
3563,Power Rangers,(2017),6.0
3564,Despicable Me 3,(2017),6.3
3565,Annabelle: Creation,(2017),6.5
3566,The Killing of a Sacred Deer,(2017),7.0
3567,The End of the F***ing World,(2017– ),8.2
3568,What Happened to Monday,(2017),6.9
3569,Phantom Thread,(2017),7.5
3570,Fifty Shades Darker,(2017),4.6
3571,Gifted,(2017),7.6
3572,The Foreigner,(2017),7.0
3573,xXx: Return of Xander Cage,(2017),5.2
3574,Geostorm,(2017),5.3
3575,Happy Death Day,(2017),6.5
3576,Reis,(2017),1.8
3577,The Defenders,(2017– ),7.4
3578,Downsizing,(2017),5.7
3579,The Circle,(I) (2017),5.3
3580,Legion,(2017– ),8.3
3581,Okja,(2017),7.3
3582,The Florida Project,(2017),7.6
3583,It Comes at Night,(2017),6.2
3584,Death Note,(2017),4.5
3585, Game of Thrones,(2011– ),9.8
3586,Baahubali 2: The Conclusion,(2017),8.3
3587,Going in Style,(2017),6.6
3588,You Were Never Really Here,(2017),6.8
3589,Gerald's Game,(2017),6.6
3590,Star Trek: Discovery,(2017– ),7.4
3591,All the Money in the World,(2017),6.8
3592,The Death of Stalin,(2017),7.2
3593,American Assassin,(2017),6.2
3594,Cars 3,(2017),6.8
3595,Shot Caller,(2017),7.3
3596,Jigsaw,(I) (2017),5.8
3597,The Mountain Between Us,(2017),6.4
3598,American Gods,(2017– ),8.0
3599,The Sinner,(2017– ),8.0
